artist,origin,school,art_movement,FirstYear,LastYear,Places
"STRINGER, Thomas",West,English,,,,
"STRÓBL, Alajos",West,Hungarian,,,,
"STROOBANT, François",West,Belgian,,,,
"STROZZI, Bernardo",West,Italian,,,,
"STROZZI, Zanobi",West,Italian,,,,
"STRÖHLING, Eduard",West,German,,,,
"STRUDEL, Paul",West,Austrian,,,,
"STUART, Gilbert",West,American,,,,
"STUBBS, George",West,English,,,,
"STUCK, Franz von",West,German,,,,
"SUBLEYRAS, Pierre",West,French,,,,
"SULLY, Thomas",West,American,,,,
"SURUGUE, Louis",West,French,,,,
"SUSENIER, Abraham",West,Dutch,,,,
"SUSINI, Antonio",West,Italian,,,,
"SUSINI, Francesco",West,Italian,,,,
"SUSTERMANS, Justus",West,Flemish,,,,
"SUSTRIS, Friedrich",West,Dutch,,,,
"SUSTRIS, Lambert",West,Dutch,,,,
"SUVÉE, Joseph-Benoit",West,Flemish,,,,
"SUZOR-COTÉ, Marc Aurèle de Foy",West,Other,,,,
"SWAINE, Francis",West,English,,,,
"SWAMMERDAM, Jan",West,Dutch,,,,
"SWANENBURG, Isaac Claesz. van",West,Dutch,,,,
"SWANENBURG, Willem Isaacsz. van",West,Dutch,,,,
"SWANEVELT, Herman van",West,Dutch,,,,
"SWART VAN GRONINGEN, Jan",West,Netherlandish,,,,
"SWEERTS, Michiel",West,Flemish,,,,
"SWOBODA, Rudolph Der G.",West,Austrian,,,,
"SWOL, Ambrosius van",West,Dutch,,,,
"SYRLIN, Jörg the Elder",West,German,,,,
"SZÉKELY, Bertalan",West,Hungarian,,,,
"SZINYEI MERSE, Pál",West,Hungarian,,,,
"TACCA, Pietro",West,Italian,,,,
TADDEO DI BARTOLO,West,Italian,,,,
"TADOLINI, Scipione",West,Italian,,,,
"TALENTI, Francesco",West,Italian,,,,
"TALENTI, Simone",West,Italian,,,,
"TALPA, Bartolo",West,Italian,,,,
"TAMAGNI, Vincenzo",West,Italian,,,,
"TAMM, Franz Werner von",West,German,,,,
TANZIO DA VARALLO,West,Italian,,,,
"TARAVAL, Guillaume-Thomas-Raphaël",West,French,,,,
"TARAVAL, Hugues",West,French,,,,
"TARAVAL, Louis-Gustave",West,French,,,,
"TARBELL, Edmund Charles",West,American,,,,
"TARCHIANI, Filippo",West,Italian,,,,
"TARDIEU, Nicolas-Henry",West,French,,,,
"TARGONE, Cesare",West,Italian,,,,
"TARSIA, Antonio",West,Italian,,,,
"TARUFFI, Emilio",West,Italian,,,,
"TASSAERT, Jean-Pierre-Antoine",West,Flemish,,,,
"TASSAERT, Octave",West,French,,,,
"TASSEL, Jean",West,French,,,,
"TASSI, Agostino",West,Italian,,,,
"TAUNAY, Nicolas Antoine",West,French,,,,
"TEERLINC, Levina",West,Flemish,,,,
"TELEPY, Károly",West,Hungarian,,,,
"TEMANZA, Tommaso",West,Italian,,,,
"TEMPEL, Abraham van den",West,Dutch,,,,
"TEMPESTA, Antonio",West,Italian,,,,
"TENERANI, Pietro",West,Italian,,,,
"TENGNAGEL, Jan",West,Dutch,,,,
"TENIERS, Abraham",West,Flemish,,,,
"TENIERS, David the Elder",West,Flemish,,,,
"TENIERS, David the Younger",West,Flemish,,,,
"TERBORCH, Gerard",West,Dutch,,,,
"TERBRUGGHEN, Hendrick",West,Dutch,,,,
"TERILLI, Francesco",West,Italian,,,,
"TERRENI, Giuseppe Maria",West,Italian,,,,
"TERZIO, Francesco",West,Italian,,,,
"TESSIN, Nicodemus the Elder",West,Swedish,,,,
"TESSIN, Nicodemus the Younger",West,Swedish,,,,
"TESTA, Pietro",West,Italian,,,,
"TESTELIN, Henri",West,French,,,,
"TETRODE, Willem Danielsz van",West,Dutch,,,,
"TEYLER, Johannes",West,Dutch,,,,
"THAULOW, Fritz",West,Norwegian,,,,
THEOPHANES the Cretan,West,Greek,,,,
THEOPHANES the Greek,West,Greek,,,,
"THEOTOKOPOULOS, Jorge Manuel",West,Spanish,,,,
"THEVET, André",West,French,,,,
"THIELE, Johann Alexander",West,German,,,,
"THIENEN, Renier van",West,Flemish,,,,
"THIERRY, Jean",West,French,,,,
"THIJS, Pieter",West,Flemish,,,,
"THIRY, Léonard",West,Flemish,,,,
"THIVAERT, Daniel Janszoon",West,Dutch,,,,
"THOMA, Hans",West,German,,,,
"THOMAS, Gabriel-Jules",West,French,,,,
"THOMAS, Jan",West,Flemish,,,,
"THOMASSIN, Philippe",West,French,,,,
"THOMIRE, Pierre-Philippe",West,French,,,,
"THORNHILL, Sir James",West,English,,,,
"THORVALDSEN, Bertel",West,Danish,,,,
"THULDEN, Theodor van",West,Flemish,,,,
"THUMB, Peter",West,Austrian,,,,
"TIARINI, Alessandro",West,Italian,,,,
"TIBALDI, Pellegrino",West,Italian,,,,
"TIECK, Christian Friedrich",West,German,,,,
"TIELING, Lodewijk",West,Dutch,,,,
"TIELIUS, Johannes",West,Dutch,,,,
"TIEPOLO, Giovanni Battista",West,Italian,,,,
"TIEPOLO, Giovanni Domenico",West,Italian,,,,
"TIEPOLO, Lorenzo",West,Italian,,,,
"TIETZ, Adam Ferdinand",West,Austrian,,,,
"TIFFANY, Louis Comfort",West,American,,,,
"TILBORGH, Gillis van",West,Flemish,,,,
"TILGNER, Victor Oskar",West,Austrian,,,,
"TILLEMANS, Peter",West,English,,,,
"TILLOT, Charles Victor",West,French,,,,
TINO DI CAMAINO,West,Italian,,,,
"TINTORE, Simone del",West,Italian,,,,
TINTORETTO,West,Italian,,,,
"TIRALI, Andrea",West,Italian,,,,
"TIROL, Hans",West,German,,,,
"TIRONI, Francesco",West,Italian,,,,
"TISCHBEIN, Johann Friedrich August",West,German,,,,
"TISCHBEIN, Johann Heinrich the Elder",West,German,,,,
"TISCHBEIN, Johann Heinrich the Younger",West,German,,,,
"TISCHBEIN, Johann Heinrich Wilhelm",West,German,,,,
"TISSOT, James",West,French,,,,
"TITO, Santi di",West,Italian,,,,
"TITO, Tiberio di",West,Italian,,,,
"TIVOLI, Serafino de",West,Italian,,,,
TIZIANO Vecellio,West,Italian,,,,
"TOCQUÉ, Louis",West,French,,,,
"TOEPUT, Lodewijk",West,Flemish,,,,
"TOL, Domenicus van",West,Dutch,,,,
"TOLEDO, Juan Bautista de",West,Spanish,,,,
"TOLSTOY, Fyodor Petrovich",West,Russian,,,,
"TOMA, Gioacchino",West,Italian,,,,
"TOMÉ, Narciso",West,Spanish,,,,
"TOMMASI, Adolfo",West,Italian,,,,
TOMMASO DA MODENA,West,Italian,,,,
TOMMASO DI CREDI,West,Italian,,,,
"TOORENVLIET, Jacob",West,Dutch,,,,
"TOOROP, Jan",West,Dutch,,,,
"TORBIDO, Francesco",West,Italian,,,,
"TORELLI, Felice",West,Italian,,,,
"TORELLI, Matteo di Filippo",West,Italian,,,,
"TORELLI, Stefano",West,Italian,,,,
"TORNYAI, János",West,Hungarian,,,,
"TORRENTIUS, Johannes",West,Dutch,,,,
"TORRES, Clemente de",West,Spanish,,,,
"TORRETTI, Giuseppe",West,Italian,,,,
"TORRICELLI, Giuseppe Antonio",West,Italian,,,,
"TORRIGIANI, Sebastiano",West,Italian,,,,
"TORRIGIANO, Pietro",West,Italian,,,,
"TORRITI, Jacopo",West,Italian,,,,
"TOSCANI, Giovanni di Francesco",West,Italian,,,,
"TOSINI, Michele",West,Italian,,,,
"TOULMOUCHE, Auguste",West,French,,,,
"TOULOUSE-LAUTREC, Henri de",West,French,,,,
"TOURNIER, Nicolas",West,French,,,,
"TOURNIÈRES, Robert",West,French,,,,
"TOUSSAINT, François Christophe Armand",West,French,,,,
"TÖPFFER, Adam-Wolfgang",West,Swiss,,,,
"TRABALLESI, Bartolomeo",West,Italian,,,,
"TRABALLESI, Francesco",West,Italian,,,,
"TRABALLESI, Giuliano",West,Italian,,,,
"TRAINI, Francesco",West,Italian,,,,
"TRAUT, Hans",West,German,,,,
"TRAUT, Wolf",West,German,,,,
"TRAVERSI, Gaspare",West,Italian,,,,
"TRAVI, Antonio",West,Italian,,,,
"TRECK, Jan Jansz.",West,Dutch,,,,
"TREMIGNON, Alessandro",West,Italian,,,,
"TRÉMOLIÈRES, Pierre-Charles",West,French,,,,
"TREVISANI, Francesco",West,Italian,,,,
"TRIBOLO, Niccolò",West,Italian,,,,
"TRICHT, Arnt van",West,Netherlandish,,,,
"TRINQUESSE, Louis-Rolland",West,French,,,,
"TRIPPEL, Alexander",West,Swiss,,,,
"TRISTÁN DE ESCAMILLA, Luis",West,Spanish,,,,
"TROGER, Paul",West,Austrian,,,,
"TROOST, Cornelis",West,Dutch,,,,
"TROPININ, Vasily Andreyevich",West,Russian,,,,
"TROTTI, Giovanni Battista",West,Italian,,,,
"TROY, François de",West,French,,,,
"TROY, Jean-François de",West,French,,,,
"TROYE, Edward",West,American,,,,
"TROYEN, Rombout van",West,Dutch,,,,
"TROYON, Constant",West,French,,,,
"TRUBETZKOY, Prince Paolo",West,Italian,,,,
"TRUMBULL, John",West,American,,,,
"TRUTAT, Félix",West,French,,,,
"TRÜBNER, Wilhelm",West,German,,,,
"TSAFOURIS, Nikolaos",West,Greek,,,,
"TUAILLON, Louis",West,German,,,,
"TUBY, Jean-Baptiste",West,French,,,,
"TURA, Cosmè",West,Italian,,,,
"TURA, Giovanni Francesco",West,Italian,,,,
"TURCHI, Alessandro",West,Italian,,,,
TURINO VANNI,West,Italian,,,,
"TURNER, Joseph Mallord William",West,English,,,,
"TURPIN DE CRISSÉ, Lancelot-Théodore",West,French,,,,
"TUXEN, Laurits Regner",West,Danish,,,,
"TWACHTMAN, John Henry",West,American,,,,
"UBERTI, Pietro",West,Italian,,,,
"UCCELLO, Paolo",West,Italian,,,,
"UDEN, Lucas van",West,Flemish,,,,
UGO DA CARPI,West,Italian,,,,
UGOLINO DI NERIO,West,Italian,,,,
UGOLINO DI TEDICE,West,Italian,,,,
UGOLINO DI VIERI,West,Italian,,,,
UGOLINO-LORENZETTI,West,Italian,,,,
"UHDE, Fritz van",West,German,,,,
"UKHTOMSKY, Konstantin Andreyevich",West,Russian,,,,
"ULFT, Jacob van der",West,Dutch,,,,
"ULRICH, Caspar",West,Bohemian,,,,
"UNKNOWN CABINETMAKER, Dutch",West,Dutch,,,,
"UNKNOWN CABINETMAKER, Flemish",West,Flemish,,,,
"UNKNOWN CABINETMAKER, French",West,French,,,,
"UNKNOWN CABINETMAKER, German",West,German,,,,
"UNKNOWN CABINETMAKER, Hungarian",West,Hungarian,,,,
"UNKNOWN CABINETMAKER, Italian",West,Italian,,,,
"UNKNOWN CABINETMAKER, Netherlandish",West,Netherlandish,,,,
"UNKNOWN GLASS MASTER, Dutch",West,Dutch,,,,
"UNKNOWN GLASS MASTER, German",West,German,,,,
"UNKNOWN GLASS MASTER, Italian",West,Italian,,,,
"UNKNOWN GLASS MASTER, Netherlandish",West,Netherlandish,,,,
"UNKNOWN GOLDSMITH, Austrian",West,Austrian,,,,
"UNKNOWN GOLDSMITH, Bohemian",West,Bohemian,,,,
"UNKNOWN GOLDSMITH, Byzantine",West,Other,,,,
"UNKNOWN GOLDSMITH, Catalan",West,Catalan,,,,
"UNKNOWN GOLDSMITH, Danish",West,Danish,,,,
"UNKNOWN GOLDSMITH, Dutch",West,Dutch,,,,
"UNKNOWN GOLDSMITH, English",West,English,,,,
"UNKNOWN GOLDSMITH, Flemish",West,Flemish,,,,
"UNKNOWN GOLDSMITH, French",West,French,,,,
"UNKNOWN GOLDSMITH, German",West,German,,,,
"UNKNOWN GOLDSMITH, Hungarian",West,Hungarian,,,,
"UNKNOWN GOLDSMITH, Italian",West,Italian,,,,
"UNKNOWN GOLDSMITH, Netherlandish",West,Netherlandish,,,,
"UNKNOWN GOLDSMITH, Norwegian",West,Norwegian,,,,
"UNKNOWN GOLDSMITH, Russian",West,Russian,,,,
"UNKNOWN GOLDSMITH, Spanish",West,Spanish,,,,
"UNKNOWN GOLDSMITH, Swiss",West,Spanish,,,,
"UNKNOWN ICON PAINTER, Bulgarian",West,Other,,,,
"UNKNOWN ICON PAINTER, Cretan",West,Greek,,,,
"UNKNOWN ICON PAINTER, Greek",West,Greek,,,,
"UNKNOWN ICON PAINTER, Russian",West,Russian,,,,
"UNKNOWN MASTER, Austrian",West,Austrian,,,,
"UNKNOWN MASTER, Bohemian",West,Bohemian,,,,
"UNKNOWN MASTER, Catalan",West,Catalan,,,,
"UNKNOWN MASTER, Danish",West,Danish,,,,
"UNKNOWN MASTER, Dutch",West,Dutch,,,,
"UNKNOWN MASTER, English",West,English,,,,
"UNKNOWN MASTER, Flemish",West,Flemish,,,,
"UNKNOWN MASTER, French",West,French,,,,
"UNKNOWN MASTER, German",West,German,,,,
"UNKNOWN MASTER, Greek",West,Greek,,,,
"UNKNOWN MASTER, Hungarian",West,Hungarian,,,,
"UNKNOWN MASTER, Irish",West,Irish,,,,
"UNKNOWN MASTER, Italian",West,Italian,,,,
"UNKNOWN MASTER, Netherlandish",West,Netherlandish,,,,
"UNKNOWN MASTER, Polish",West,Polish,,,,
"UNKNOWN MASTER, Portuguese",West,Portuguese,,,,
"UNKNOWN MASTER, Russian",West,Russian,,,,
"UNKNOWN MASTER, Spanish",West,Spanish,,,,
"UNKNOWN MASTER, Swedish",West,Swedish,,,,
"UNKNOWN MASTER, Swiss",West,Swiss,,,,
"UNKNOWN POTTER, Austrian",West,Austrian,,,,
"UNKNOWN POTTER, Dutch",West,Dutch,,,,
"UNKNOWN POTTER, English",West,English,,,,
"UNKNOWN POTTER, French",West,French,,,,
"UNKNOWN POTTER, German",West,German,,,,
"UNKNOWN POTTER, Italian",West,Italian,,,,
"UNKNOWN POTTER, Portuguese",West,Portuguese,,,,
"UNKNOWN WEAVER, Dutch",West,Dutch,,,,
"UNKNOWN WEAVER, English",West,English,,,,
"UNKNOWN WEAVER, Flemish",West,Flemish,,,,
"UNKNOWN WEAVER, French",West,French,,,,
"UNKNOWN WEAVER, German",West,German,,,,
"UNKNOWN WEAVER, Italian",West,Italian,,,,
"UNKNOWN WEAVER, Spanish",West,Spanish,,,,
"UNTERBERGER, Christoph",West,Austrian,,,,
"UNTERBERGER, Franz-Richard",West,Austrian,,,,
"UNTERBERGER, Michelangelo",West,Austrian,,,,
"URBANI, Andrea",West,Italian,,,,
URBANO DA CORTONA,West,Italian,,,,
"URBINI, Francesco",West,Italian,,,,
"URBINO, Carlo",West,Italian,,,,
"URY, Lesser",West,German,,,,
"USSI, Stefano",West,Italian,,,,
"UTENS, Giusto",West,Flemish,,,,
"UTRECHT, Adriaen van",West,Flemish,,,,
"UYL, Jan Jansz. den, the Elder",West,Dutch,,,,
"UYTTENBROECK, Moyses Matheusz van",West,Dutch,,,,
"VAARDT, Jan van der",West,Dutch,,,,
"VACCARO, Andrea",West,Italian,,,,
"VACCARO, Lorenzo",West,Italian,,,,
"VADDER, Lodewijk de",West,Flemish,,,,
"VAFFLARD, Pierre-Auguste",West,French,,,,
"VALADIER, Luigi",West,Italian,,,,
"VALCKENBORCH, Frederik van",West,Flemish,,,,
"VALCKENBORCH, Gillis van",West,Flemish,,,,
"VALCKENBORCH, Lucas van",West,Flemish,,,,
"VALCKENBORCH, Marten van I",West,Flemish,,,,
"VALCKERT, Werner Jacobsz. van den",West,Dutch,,,,
"VALDAMBRINO, Francesco di",West,Italian,,,,
"VALDÉS LEAL, Juan de",West,Spanish,,,,
"VALDÉS, Lucas de",West,Spanish,,,,
"VALENCIENNES, Pierre-Henri de",West,French,,,,
VALENTIN DE BOULOGNE,West,French,,,,
"VALERIANI, Domenico",West,Italian,,,,
"VALESIO, Giovanni Luigi",West,Italian,,,,
"VALLAYER-COSTER, Anne",West,French,,,,
"VALLE, Filippo della",West,Italian,,,,
"VALLIN, Jacques-Antoine",West,French,,,,
"VALLOTTON, Félix",West,Swiss,,,,
"VALTON, Charles",West,French,,,,
"VANBRUGH, John",West,English,,,,
"VANDERBANK, John the Younger",West,English,,,,
"VANDERCRUSE, Roger",West,French,,,,
"VANDERLYN, John",West,American,,,,
"VANNI, Francesco",West,Italian,,,,
"VANNI, Lippo",West,Italian,,,,
"VANNINI, Ottavio",West,Italian,,,,
"VANVITELLI, Luigi",West,Italian,,,,
"VARELA, Francisco",West,Spanish,,,,
"VARIN, Quentin",West,French,,,,
"VAROTARI, Chiara",West,Italian,,,,
"VAROTARI, Dario the Elder",West,Italian,,,,
"VASANZIO, Giovanni",West,Dutch,,,,
"VASARI, Giorgio",West,Italian,,,,
"VASSALLETTO, marble worker family",West,Italian,,,,
"VASSALLETTO, Pietro",West,Italian,,,,
"VASSALLO, Antonio Maria",West,Italian,,,,
"VASSÉ, Louis-Claude",West,French,,,,
"VASSILACCHI, Antonio",West,Italian,,,,
"VÁZQUEZ, Alonso",West,Spanish,,,,
"VÁZQUEZ, Antonio",West,Spanish,,,,
"VECCHI, Giovanni de'",West,Italian,,,,
"VECCHIA, Pietro della",West,Italian,,,,
VECCHIETTA,West,Italian,,,,
"VECELLIO, Francesco",West,Italian,,,,
"VEEN, Otto van",West,Flemish,,,,
"VEERENDAEL, Nicolaes van",West,Flemish,,,,
"VEIT, Philipp",West,German,,,,
"VELA, Vincenzo",West,Italian,,,,
"VELÁZQUEZ, Diego Rodriguez de Silva y",West,Spanish,,,,
"VELDE, Adriaen van de",West,Dutch,,,,
"VELDE, Esaias van de",West,Dutch,,,,
"VELDE, Henry van de",West,Belgian,,,,
"VELDE, Jan Jansz. van de",West,Dutch,,,,
"VELDE, Jan van de, I",West,Dutch,,,,
"VELDE, Jan van de, II",West,Dutch,,,,
"VELDE, Peter van den",West,Flemish,,,,
"VELDE, Willem van de, the Elder",West,Dutch,,,,
"VELDE, Willem van de, the Younger",West,Dutch,,,,
"VELLERT, Dirck Jacobsz.",West,Netherlandish,,,,
"VELSEN, Jacob van",West,Dutch,,,,
"VENDRI, Antonio da",West,Italian,,,,
"VENNE, Adriaen Pietersz. van de",West,Dutch,,,,
"VENNE, Jan van der",West,Dutch,,,,
"VENUSTI, Marcello",West,Italian,,,,
"VERBEECK, Cornelis",West,Dutch,,,,
"VERBOECKHOVEN, Eugène-Joseph",West,Belgian,,,,
"VERBOECKHOVEN, Louis-Charles",West,Belgian,,,,
"VERBOOM, Adriaen Hendricksz.",West,Dutch,,,,
"VERBRUGGEN, Gaspar Peeter the Elder",West,Flemish,,,,
"VERBRUGGEN, Gaspar Peeter the Younger",West,Flemish,,,,
"VERBRUGGEN, Hendrick Frans",West,Flemish,,,,
"VERBURGH, Dionijs",West,Dutch,,,,
"VERELST, Herman Pietersz.",West,Dutch,,,,
"VERELST, Maria",West,Dutch,,,,
"VERELST, Pieter Harmensz.",West,Dutch,,,,
"VERELST, Simon Pietersz.",West,Dutch,,,,
"VERELST, William",West,Dutch,,,,
"VERESHCHAGIN, Petr Petrovich",West,Russian,,,,
"VERESHCHAGIN, Vasily Petrovich",West,Russian,,,,
"VERESHCHAGIN, Vasily Vasilyevich",West,Russian,,,,
"VERHAECHT, Tobias",West,Flemish,,,,
"VERHAEGEN, Theodoor",West,Flemish,,,,
"VERHAGHEN, Pieter Jozef",West,Flemish,,,,
"VERHEYEN, Jan Hendrik",West,Dutch,,,,
"VERHOUT, Constantijn",West,Dutch,,,,
"VERHULST, Rombout",West,Flemish,,,,
"VERKOLJE, Johannes I",West,Dutch,,,,
"VERKOLJE, Nicolaas",West,Dutch,,,,
"VERMEER VAN HAARLEM, Jan the Elder",West,Dutch,,,,
"VERMEER VAN HAARLEM, Jan the Younger",West,Dutch,,,,
"VERMEER, Barent",West,Dutch,,,,
"VERMEER, Johannes",West,Dutch,,,,
"VERMEULEN, Andries",West,Dutch,,,,
"VERMEULEN, Jan",West,Dutch,,,,
"VERMEYEN, Jan Cornelisz.",West,Dutch,,,,
"VERMIGLIO, Giuseppe",West,Italian,,,,
"VERNET, Carle",West,French,,,,
"VERNET, Claude-Joseph",West,French,,,,
"VERNET, Horace",West,French,,,,
"VERON, Alexandre Paul Joseph",West,French,,,,
"VERONESE, Paolo",West,Italian,,,,
"VERROCCHIO, Andrea del",West,Italian,,,,
"VERSCHUUR, Wouter",West,Dutch,,,,
"VERSPRONCK, Jan Cornelisz",West,Dutch,,,,
"VERSTAPPEN, Martin",West,Belgian,,,,
"VERSTRAELEN, Anthonie",West,Dutch,,,,
"VERTANGEN, Daniel",West,Dutch,,,,
"VERVLOET, Frans",West,Belgian,,,,
"VERWER, Abraham de",West,Dutch,,,,
"VERWER, Justus de",West,Dutch,,,,
"VERWILT, François",West,Dutch,,,,
"VESALIUS, Andreas",West,Flemish,,,,
"VESTIER, Antoine",West,French,,,,
"VETRI, Domenico de'",West,Italian,,,,
"VEYRIER, Christophe",West,French,,,,
"VIANEN, Adam van",West,Dutch,,,,
"VIANEN, Paulus van",West,Dutch,,,,
"VIANI, Antonio Maria",West,Italian,,,,
"VIANI, Domenico Maria",West,Italian,,,,
"VIANI, Giovanni Maria",West,Italian,,,,
"VICENTINO, Andrea",West,Italian,,,,
"VICENTINO, Battista",West,Italian,,,,
"VICO, Enea",West,Italian,,,,
"VICTORIA, Vicente",West,Spanish,,,,
"VICTORS, Jan",West,Dutch,,,,
"VIDAL, Eugène",West,French,,,,
"VIEIRA, Jacinto",West,Portuguese,,,,
"VIEN, Joseph-Marie",West,French,,,,
"VIGÉE, Louis",West,French,,,,
"VIGÉE-LEBRUN, Élisabeth",West,French,,,,
"VIGNALI, Jacopo",West,Italian,,,,
"VIGNOLA, Giacomo da",West,Italian,,,,
"VIGNON, Charlotte",West,French,,,,
"VIGNON, Claude",West,French,,,,
"VIGNON, Victor Alfred Paul",West,French,,,,
"VIGRI, Caterina",West,Italian,,,,
"VILADOMAT Y MANALT, Antonio",West,Spanish,,,,
"VILLABRILLE Y RON, Juan Alonso",West,Spanish,,,,
"VILLAMENA, Francesco",West,Italian,,,,
"VILLANDRANDO, Rodrigo de",West,Spanish,,,,
"VILLANUEVA, Juan de",West,Spanish,,,,
VILLARD DE HONNECOURT,West,French,,,,
"VINCENT, François-André",West,French,,,,
"VINCKBOONS, David",West,Flemish,,,,
"VINCKENBRINCK, Albert Jansz.",West,Dutch,,,,
"VINEA, Francesco",West,Italian,,,,
"VINNE, Vincent I Laurensz. van der",West,Dutch,,,,
"VINNE, Vincent II Laurensz. van der",West,Dutch,,,,
"VIOLA, Giovan Battista",West,Italian,,,,
"VIOLLET-LE-DUC, Eugène-Emmanuel",West,French,,,,
"VISCARDI, Girolamo",West,Italian,,,,
"VISCHER, Peter the Elder",West,German,,,,
"VISCHER, Peter the Younger",West,German,,,,
"VISENTINI, Antonio",West,Italian,,,,
"VISHNYAKOV, Ivan Yakovlevich",West,Russian,,,,
"VISSCHER, Anna Roemers",West,Dutch,,,,
"VISSCHER, Claes Jansz. the Elder",West,Netherlandish,,,,
"VISSCHER, Claes Jansz. the Younger",West,Dutch,,,,
"VISSCHER, Cornelis",West,Dutch,,,,
"VISSCHER, Maria Tesselschade Roemers",West,Dutch,,,,
"VISSCHER, Roemer",West,Dutch,,,,
VITALE DA BOLOGNA,West,Italian,,,,
"VITALI, Ivan Petrovich",West,Russian,,,,
"VITELLI, Luisa",West,Italian,,,,
"VITI, Timoteo",West,Italian,,,,
"VITRINGA, Wigerus",West,Dutch,,,,
"VITTONE, Bernardo Antonio",West,Italian,,,,
"VITTORIA, Alessandro",West,Italian,,,,
"VIVARINI, Alvise",West,Italian,,,,
"VIVARINI, Antonio",West,Italian,,,,
"VIVARINI, Bartolomeo",West,Italian,,,,
"VIVIEN, Joseph",West,French,,,,
"VLEUGHELS, Nicolas",West,French,,,,
"VLIEGER, Simon de",West,Dutch,,,,
"VLIET, Hendrick Cornelisz. van",West,Dutch,,,,
"VLIET, Jan Joris van",West,Dutch,,,,
"VLIET, Willem van der",West,Dutch,,,,
"VOET, Jacob Ferdinand",West,Flemish,,,,
"VOGEL VON VOGELSTEIN, Carl Christian",West,German,,,,
"VOGEL, Christian Leberecht",West,German,,,,
"VOGLER, Paul",West,French,,,,
"VOGT, Adelgunde",West,Danish,,,,
"VOILLE, Jean Louis",West,French,,,,
"VOIRIOT, Guillaume",West,French,,,,
"VOIS, Arie de",West,Dutch,,,,
"VOLAIRE, Pierre-Jacques",West,French,,,,
"VOLLERDT, Johann Christian",West,German,,,,
"VOLLON, Antoine",West,French,,,,
"VOLPATO, Giovanni",West,Italian,,,,
"VONNOH, Robert William",West,American,,,,
"VOOGD, Hendrik",West,Dutch,,,,
"VOORHOUT, Johannes",West,Dutch,,,,
"VOORT, Cornelis van der",West,Flemish,,,,
"VOORT, Michiel van der, the Elder",West,Flemish,,,,
"VORSTERMAN, Lucas",West,Flemish,,,,
"VOS, Cornelis de",West,Flemish,,,,
"VOS, Jan de",West,Netherlandish,,,,
"VOS, Marten de",West,Flemish,,,,
"VOS, Paul de",West,Flemish,,,,
"VOS, Simon de",West,Flemish,,,,
"VOSMAER, Daniel",West,Dutch,,,,
"VOSMAER, Jacob Woutersz",West,Dutch,,,,
"VOUET, Simon",West,French,,,,
"VRANCX, Sebastian",West,Flemish,,,,
"VREDEMAN DE VRIES, Hans",West,Dutch,,,,
"VREE, Nicolaes de",West,Dutch,,,,
"VREL, Jacobus",West,Dutch,,,,
"VRIES, Abraham de",West,Dutch,,,,
"VRIES, Adriaen de",West,Dutch,,,,
"VRIES, Roelof van",West,Dutch,,,,
"VROOM, Cornelis Hendricksz. the Younger",West,Dutch,,,,
"VROOM, Hendrick Cornelisz.",West,Dutch,,,,
"VUCHT, Jan van",West,Dutch,,,,
"VUILLARD, Édouard",West,French,,,,
"VUYSTINCK, Johannes",West,Netherlandish,,,,
"WAEL, Cornelis de",West,Flemish,,,,
"WAGNER, Joseph",West,German,,,,
"WAGNER, Veit",West,German,,,,
"WAITT, Richard",West,Scottish,,,,
"WALDMÜLLER, Fedinand Georg",West,Austrian,,,,
"WALKER, George",West,English,,,,
"WALKER, Robert",West,English,,,,
"WALS, Goffredo",West,German,,,,
"WALSCAPELLE, Jacob van",West,Dutch,,,,
"WALTHER, Friedrich",West,German,,,,
"WALTON, Edward Arthur",West,Scottish,,,,
"WARD, James",West,English,,,,
"WARIN, Jean",West,French,,,,
"WASMANN, Friedrich",West,German,,,,
"WATERHOUSE, John William",West,English,,,,
"WATERLOO, Anthonie",West,Dutch,,,,
"WATTEAU, Jean-Antoine",West,French,,,,
"WATTEAU, Louis-Joseph",West,French,,,,
"WATTS, Frederick Waters",West,English,,,,
"WEBB, James",West,English,,,,
"WEBBER, John",West,English,,,,
"WEBER, Giovanni Zanobio",West,Italian,,,,
"WEBER, Henrik",West,Hungarian,,,,
"WEEKES, Henry",West,English,,,,
"WEEKS, Edwin Lord",West,American,,,,
"WEENIX, Jan",West,Dutch,,,,
"WEENIX, Jan Baptist",West,Dutch,,,,
"WEIDITZ, Christoph",West,German,,,,
"WEINMANN, Johann Wilhelm",West,German,,,,
"WEIR, Julian Alden",West,American,,,,
"WEISGERBER, Albert",West,German,,,,
"WEISS, Bartholomeus Ignaz",West,German,,,,
"WEISSENBRUCH, Jan Hendrik",West,Dutch,,,,
"WEISWEILER, Adam",West,French,,,,
"WELSCH, Maximilian von",West,German,,,,
"WENTZINGER, Johann Christian",West,German,,,,
"WERENSKIOLD, Erik",West,Norwegian,,,,
"WERFF, Adriaen van der",West,Dutch,,,,
"WERFF, Pieter van der",West,Dutch,,,,
"WERNER, Joseph the Younger",West,Swiss,,,,
"WERTINGER, Hans",West,German,,,,
"WESEL, Adriaen van",West,Netherlandish,,,,
"WEST, Benjamin",West,American,,,,
"WESTALL, Richard",West,English,,,,
"WESTERHOLM, Victor Axel",West,Finnish,,,,
"WESTMACOTT, Sir Richard",West,English,,,,
"WET, Gerrit de",West,Dutch,,,,
"WET, Jacob Willemsz. de, the Elder",West,Dutch,,,,
